year,type,country,activity,sex,fatal,species,especies
1986,Unprovoked,south africa,Surfing,M,N,unknown,
1986,Unprovoked,south africa,Swimming,M,N,raggedtooth shark,raggedtooth shark
1986,Unprovoked,south africa,Spearfishing,M,N,"raggedtooth shark, m [] ",raggedtooth shark
1986,Unprovoked,australia,Surfing,M,N,"bronze whaler shark, m ",
1986,Unprovoked,usa,Surfing,M,N,blacktip shark,blacktip shark
1986,Unprovoked,usa,Surfing,M,N,m [] shark,
1985,Unprovoked,south africa,Surfing,M,N,unknown,
1985,Unprovoked,usa,Unknown,M,N,sandtiger shark,
1985,Provoked,australia,Fishing,M,N, shark,
1985,Boat,usa,Boat,Unknown,N,to m white shark,white shark
1985,Provoked,usa,Fishing,M,N,unknown,
1985,Unprovoked,south africa,Body boarding,M,N,m [] white shark,white shark
1985,Unprovoked,usa,Hookah diving for abalone,M,N,m to m [  to ] sixgill or sevengill shark,
1985,Unprovoked,usa,Body boarding,M,N,"thought to involve a tiger shark,  m [] ",tiger shark
1985,Unprovoked,usa,Floating on inner tube after diving for lobster,M,N,m to m [ to ] shark,
1985,Provoked,usa,Fishing,M,N,", lb shark",
1985,Unprovoked,usa,Free diving & spearfishing (descending),M,N,m to m [ to ] white shark,white shark
1985,Invalid,south africa,Swimming,M,Unknown,shark involvement prior to death was not confirmed,
1985,Unprovoked,usa,Scuba diving,M,N,m silky shark,silky shark
1985,Invalid,usa,Swimming,M,Unknown,invalid,
1985,Unprovoked,usa,Wading,M,N,unknown,
1985,Invalid,usa,Wading,M,Unknown,shark involvement not confirmed,
1985,Invalid,usa,Scuba diving,M,Unknown,shark involvement prior to death not confirmed,
1985,Unprovoked,usa,Wading,F,N,possibly a small hammerhead shark,hammerhead shark
1985,Unprovoked,usa,Surfing,M,N,unknown,
1985,Boat,usa,Bottom fishing for lingcod & had hooked a fish,Unknown,N,m to m [ to ] white shark,white shark
1985,Unprovoked,usa,Playing in knee-deep water,F,N,"tiger shark, m to m [ to ] ",tiger shark
1985,Unprovoked,italy,Snorkeling,M,N,m to m  [ to ] white shark,white shark
1985,Unprovoked,usa,"Surfing, but lying prone on his board",M,N,shark involvement not confirmed,
1985,Provoked,south africa,Spearfishing,M,N,kg [lb] shark,
1985,Unprovoked,usa,Surfing,M,N,unknown,
1985,Unprovoked,australia,Free diving for scallops,F,Y,m [] white shark,white shark
1985,Unprovoked,usa,Scuba Diving for lobster (at surface),M,N,m [] white shark,white shark
1985,Unprovoked,usa,Surfing,M,N,unknown,
1985,Unprovoked,south africa,Swimming,M,N,raggedtooth shark,raggedtooth shark
1985,Invalid,south africa,Unknown,M,Unknown,shark involvement prior to death was not confirmed,
1985,Unprovoked,south africa,Surfing,M,N,"m white shark, tooth fragments recovered",white shark
1985,Boat,new zealand,Investigating shark sighting,Unknown,N,m shark,
1985,Unprovoked,south africa,Spearfishing,M,N,m [] white shark,white shark
1985,Unprovoked,new caledonia,Spearfishing,Unknown,N,tiger shark,tiger shark
1985,Provoked,south africa,Spearfishing,M,N,m [] dusky shark,
1985,Unprovoked,vanuatu,Unknown,M,Y,unknown,
1985,Unprovoked,iran,Fishing,M,Y,bull shark,bull shark
1984,Boat,italy,Boat,Unknown,N,white shark,white shark
1984,Unprovoked,australia,Sailing on catamaran & fell into the water,M,Y,"tiger shark, m ",tiger shark
1984,Unprovoked,usa,Surfing,M,N,m [] shark,
1984,Provoked,usa,Spearfishing,M,N,"""a small shark""",
1984,Invalid,usa,Swimming,M,Unknown,shark involvement prior to death was not confirmed,
1984,Unprovoked,usa,Surfing or body surfing,F,N,m [] shark,
1984,Invalid,usa,Wading,F,Unknown,shark involvement not confirmed; officials considered barracua,
1984,Unprovoked,usa,Surfing,M,N,m [] blacktip shark,blacktip shark
1984,Unprovoked,usa,Surfing (sitting on his board),M,N,m to m [ to ] white shark,white shark
1984,Unprovoked,usa,"Free diving , but surfacing",M,N,m to m [ to ]  white shark,white shark
1984,Unprovoked,usa,Surfing,M,N,unknown,
1984,Unprovoked,usa,Swimming,M,N,unknown,
1984,Unprovoked,usa,Surfing,M,N,hammerhead shark?+o,hammerhead shark
1984,Unprovoked,usa,Swimming,Unknown,Unknown,unknown,
1984,Unprovoked,usa,Wading,M,N,small blue shark,blue shark
1984,Unprovoked,usa,Skindiving,M,Y,m to m white shark,white shark
1984,Provoked,mexico,Spearfishing,M,N,m to  white shark,white shark
1984,Invalid,usa,Boat capsized?,F,Unknown,invalid,
1984,Unprovoked,indonesia,"Sea disaster, foundering of the cargo vessle M/V Dorolonda",M,Y,unknown,
1984,Unprovoked,usa,Swimming,F,N,unknown,
1984,Unprovoked,usa,Swimming,F,N,m [] shark,
1984,Invalid,south africa,Spearfishing,M,Unknown,shark involvement prior to death was not confirmed,
1984,Unprovoked,usa,"During a shark fishing tournament, the 18' Boatem was capsized by waves, throwing 3 men into the water ",M,N,unknown,
1984,Unprovoked,south africa,Spearfishing,M,N,raggedtooth shark ,raggedtooth shark
1984,Unprovoked,south africa,Surfing,M,N,m [] white shark,white shark
1984,Unprovoked,usa,Towing her sister on plastic ski board,F,N,m to m [ to ] hammerhead shark,hammerhead shark
1984,Unprovoked,vanuatu,Swimming,M,Y,unknown,
1984,Unprovoked,south africa,Spearfishing,M,N,unknown,
1984,Invalid,somalia,Murder,M,Unknown,shark involvement prior to death was not confirmed,
1984,Unprovoked,south africa,Surfing,M,N,unknown,
1984,Boat,south africa,Rowing,M,N,m [] shark,
1984,Unprovoked,australia,Unknown,Unknown,Unknown,unknown,
1984,Provoked,south africa,Fishing,M,N,"raggedtooth shark, kg [lb] ",raggedtooth shark
1984,Provoked,south africa,Scuba diving,M,N, m [] dusky shark,
1984,Invalid,south africa,Unknown,Unknown,Unknown,shark involvement prior to death was not confirmed,
1984,Unprovoked,australia,Spearfishing,M,N,m white-tipped reef shark,reef shark
1984,Unprovoked,south africa,Swimming,M,N,"raggedtooth shark, m ",raggedtooth shark
1984,Unprovoked,south africa,Unknown,F,Y,unknown,
1984,Provoked,usa,Steinhart Aquarium,M,N,sevengill shark,
1984,Unprovoked,usa,Surfing,M,N,unknown,
1983,Invalid,greece,Spearfishing,M,Unknown,invalid,
1983,Unprovoked,usa,Surfing,M,N,unknown,
1983,Unprovoked,australia,Scuba diving for abalone,M,N, white shark,white shark
1983,Unprovoked,south africa,Swimming,M,N,unknown,
1983,Unprovoked,south africa,Swimming,M,N,"raggedtooth shark, >m ",raggedtooth shark
1983,Invalid,south africa,Unknown,M,Unknown,invalid,
1983,Sea Disaster,philippines,Ferry boat sank,M,N,.m shark,
1983,Unprovoked,usa,Surfing,M,N,tiger shark,tiger shark
1983,Invalid,south africa,Swimming,F,Unknown,shark involvement prior to death was not confirmed,
1983,Unprovoked,usa,Surfing,M,N,m [] shark,
1983,Unprovoked,usa,Wading,M,N, shark,
1983,Unprovoked,usa,Standing,M,N,unknown,
1983,Unprovoked,usa,Surfing,M,N,white shark,white shark
1983,Unprovoked,south africa,Spearfishing,M,N,m [] white shark,white shark
1983,Unprovoked,usa,Swimming,F,N,sand shark,
1983,Provoked,usa,Skindiving,M,N,nurse shark,nurse shark
1983,Unprovoked,usa,Diving,F,N, to  bull shark,bull shark
1983,Boat,usa,Fishing,Unknown,N,unknown,
1983,Sea Disaster,australia,Swimming from the New Venture ,F,Y,"tiger shark, m []",tiger shark
1983,Sea Disaster,australia,Swimming from the New Venture ,M,Y,"tiger shark, m []",tiger shark
1983,Sea Disaster,australia,14 m prawn trawler New Venture capsized  & sank in heavy seas Three people in the water,M,N,"tiger shark, m []",tiger shark
1983,Unprovoked,south africa,Surfing,M,N,m to m [ to ] shark,
1983,Unprovoked,usa,Windsurfing,F,N, hammerhead shark,hammerhead shark
1983,Unprovoked,bahamas,Spearfishing,M,N,unknown,
1983,Unprovoked,usa,Floating on air mattress,M,N,unknown,
1983,Unprovoked,usa,Swimming,M,N,unknown,
1983,Unprovoked,bahamas,Spearfishing,M,Y,unknown,
1983,Unprovoked,usa,Surfing & dangling foot in water amid baitfish,M,N,unknown,
1983,Unprovoked,bahamas,Unknown,M,N, blacktip shark,blacktip shark
1983,Invalid,italy,Scuba diving,M,Unknown,questionable incident,
1983,Unprovoked,bahamas,Spearfishing,M,N,caribbean reef shark,reef shark
1983,Unprovoked,usa,Water-skiing,M,N, shark,
1983,Unprovoked,usa,Surfing,M,N,unknown,
1983,Unprovoked,usa,Surfing,M,N,unknown,
1983,Unprovoked,usa,Surfing,M,Unknown,unknown,
1983,Unprovoked,south africa,Fishing,M,N,"raggedtooth shark, m [] (tooth fragment recovered)",raggedtooth shark
1983,Unprovoked,usa,Surfing,M,N,unknown,
1983,Invalid,south africa,Unknown,M,Unknown,questionable incident,
1983,Unprovoked,south africa,Spearfishing,M,N,m [] zambezi shark,
1983,Unprovoked,south africa,Surfing,M,N,blacktip or spinner shark,
1983,Unprovoked,usa,Surfing,M,N,unknown,
1983,Unprovoked,new caledonia,Unknown,Unknown,N,"""a small shark""",
1983,Unprovoked,south africa,Paddleskiing,M,N,m [] shark,
1983,Provoked,usa,Fishing,M,N,unknown,
1983,Invalid,south africa,Unknown,M,Unknown,shark involvement prior to death was not confirmed,
1983,Unprovoked,south africa,Windsurfing,M,N,unknown,
1983,Unprovoked,south africa,Spearfishing,M,N,white shark,white shark
1983,Unprovoked,unknown,Swimming,M,N,unknown,
1983,Unprovoked,vanuatu,Ran into the water,M,Y,unknown,
1983,Provoked,usa,Fishing,M,N,blue sharks,
1982,Unprovoked,usa,In waist-deep water,M,N,unknown,
1982,Unprovoked,usa,Windsurfing,M,N,m [] shark,
1982,Unprovoked,south africa,Surfing,M,N,unknown,
1982,Unprovoked,south africa,Surfing,M,N,believed to involve a m [] white shark,white shark
1982,Unprovoked,usa,Surfing,M,N,m [] shark,
1982,Unprovoked,usa,Diving,M,N,white shark,white shark
1982,Unprovoked,usa,Free diving for abalone from Zodiac (submerged),M,N,m to m [ to ] white shark,white shark
1982,Invalid,usa,Unknown,M,Unknown,shark involvement prior to death was not confirmed,
1982,Unprovoked,japan,Unknown,M,Y,unknown,
1982,Invalid,usa,Surfing,M,Unknown,questionable incident; reported as shark attack but thought to involve a pinniped instead ,
1982,Unprovoked,south africa,Swimming,F,N,unknown,
1982,Unprovoked,tunisia,Windsurfing,M,N,"m [] shark, possibly a spinner shark",
1982,Invalid,south africa,Boogie boarding,M,Unknown,invalid,
1982,Unprovoked,south africa,Paddleskiing,M,N,"m [] white shark, species identity confirmed by tooth fragment",white shark
1982,Unprovoked,usa,Paddle Boarding,M,N,m to m [ to ] white shark,white shark
1982,Unprovoked,usa,Swimming,M,N,m to m [ to ] shark,
1982,Invalid,usa,Swimming,M,Unknown,"reported as a shark attack, the story was a hoax",
1982,Unprovoked,usa,Swimming,F,N,unknown,
1982,Unprovoked,new caledonia,Unknown,Unknown,N,unknown,
1982,Unprovoked,south africa,Surfing,M,Y,"m [] white shark, species identity confirmed by witnesses & tooth pattern in surfboard",white shark
1982,Unprovoked,usa,Swimming,M,N, shark,
1982,Unprovoked,bahamas,Spearfishing ,M,N,"lemon shark, m []",lemon shark
1982,Unprovoked,usa,Unknown,F,N,unknown,
1982,Unprovoked,usa,"Sailboarding, fell into water 100 yards outside the breakwater",M,N,"m to m [ to ] ""reef shark""",reef shark
1982,Invalid,usa,Unknown,F,Unknown,shark involvement prior to death was not confirmed,
1982,Unprovoked,usa,Surfing,M,N,unknown,
1982,Unprovoked,australia,Surfing,M,Y,unknown,
1982,Unprovoked,new caledonia,Spearfishing,M,N,unknown,
1982,Unprovoked,australia,Spearfishing,M,Y,m ['] white shark,white shark
1982,Unprovoked,usa,Surfing,M,N, to  shark,
1982,Provoked,south africa,Fishing,M,N,unknown,
1982,Unprovoked,usa,Wading,F,N,unknown,
1982,Unprovoked,usa,Swimming,F,N,unknown,
1982,Unprovoked,usa,Swimming,F,Y,unknown,
1982,Unprovoked,usa,Scuba diving (submerged),M,N,m [] white shark,white shark
1982,Unprovoked,usa,Diving,M,Y,unknown,
1982,Unprovoked,south africa,Swimming,M,N,raggedtooth shark,raggedtooth shark
1982,Boat,italy,Boat,M,Unknown,m [] white shark,white shark
1982,Boat,italy,Fishing on a boat,M,N,white shark,white shark
1982,Unprovoked,tunisia,Spearfishing,Unknown,Unknown,unknown,
1981,Unprovoked,usa,Surfing,M,Y,m [] white shark,white shark
1981,Unprovoked,australia,Unknown,Unknown,N,unknown,
1981,Unprovoked,usa,"Spearfishing, but swimming on surface",M,N,"tiger shark, m []",tiger shark
1981,Unprovoked,reunion,Spearfishing,M,N,unknown,
1981,Provoked,south africa,Inspecting teeth of supposedly dead (hooked & shot) shark,M,N,"m [], kg [lb] hooked & shot white shark",white shark
1981,Unprovoked,usa,Diving to untangle a crab trap line from boat's propeller,M,N,"m [] shark with ""a very flat head that had followed the boat for days",
1981,Unprovoked,usa,Swimming,M,N,m to m [ to ] shark,
1981,Unprovoked,usa,Surfing,M,Unknown,unknown,
1981,Unprovoked,usa,Surfing,M,N,unknown,
1981,Unprovoked,usa,Surfing,M,N, shark,
1981,Unprovoked,usa,Surfing,M,N,unknown,
1981,Unprovoked,usa,Surfing,M,N,unknown,
1981,Unprovoked,usa,Swimming,M,Y,said to involve a tiger shark or a hammerhead shark,tiger shark
1981,Unprovoked,usa,Surfing,M,N,unknown,
1981,Unprovoked,usa,Surfing,M,N,unknown,
1981,Unprovoked,usa,Surfing,M,N, shark,
1981,Provoked,usa,Spearfishing,M,N,"m [] shark, species identity questionable",
1981,Invalid,usa,Fishing,M,Unknown,shark involvement prior to death remains unconfirmed,
1981,Unprovoked,usa,Diving,M,N,small nurse shark,nurse shark
1981,Unprovoked,usa,"16' catamaran capsized previous night, occupants stayed with wreckage until morning, then attempted to swim ashore",F,Y,unknown,
1981,Unprovoked,bahamas,Snorkeling on surface,M,N,mako shark (tooth fragments recovered),mako shark
1981,Unprovoked,usa,Swimming,F,N,"""sandshark""",
1981,Unprovoked,south africa,Surfing,M,N,possibly a  m [] zambezi shark,
1981,Unprovoked,usa,Spearfishing,M,N,m [] shark,
1981,Unprovoked,south africa,Catching sardines,M,N,"""gray shark""",
1981,Boat,england,Fishing,M,N,", lb thresher shark",
1981,Invalid,usa,Unknown,M,Unknown,shark involvement prior to death was not confirmed,
1981,Unprovoked,usa,"Scuba diving, reportedly also spearfishing",M,Y,unknown,
1981,Unprovoked,south korea,Shell diving,F,Y,m  white shark,white shark
1981,Unprovoked,south africa,Surfing,M,N,raggedtooth shark,raggedtooth shark
1981,Unprovoked,usa,Free diving,M,N,unknown,
1981,Unprovoked,usa,Diving,M,N,lemon shark,lemon shark
1981,Unprovoked,south africa,Surfing,M,N,"raggedtooth shark, m [] ",raggedtooth shark
1981,Provoked,namibia,Finning the shark that bit him,M,N,unknown,
1981,Sea Disaster,bermuda,Foundering of the Israeli freighter Mezada,Unknown,N,unknown,
1981,Unprovoked,south africa,Surfing,M,N,"tiger shark, m []",tiger shark
1981,Unprovoked,usa,Standing / Wading,M,N,"m to m [ to ] bull, sandbar or dusky shark",
1981,Unprovoked,usa,Surfing,M,N,c. maculpinnis or c. limbatus,
1981,Unprovoked,chile,Free diving Spearfishing,M,N,white shark,white shark
1981,Unprovoked,brazil,Diving,Unknown,Unknown,white shark,white shark
1981,Unprovoked,south africa,Swimming,M,N,juvenile dusky or blacktip shark,blacktip shark
1981,Unprovoked,australia,Exercising his dog in the shallows,M,N,m hammerhead shark,hammerhead shark
1981,Unprovoked,australia,Unknown,Unknown,Unknown,unknown,
1981,Unprovoked,usa,Surfing,M,N,m to m [ to ] hammerhead shark,hammerhead shark
1981,Unprovoked,brazil,Spearfishing,Unknown,N,unknown,
1981,Unprovoked,usa,Commercial spearfishing,M,N,tiger shark,tiger shark
1981,Invalid,south africa,Swimming,M,Unknown,shark involvement prior to death was not confirmed,
1981,Unprovoked,australia,Surf-skiing,M,N,"tiger shark, m ",tiger shark
1981,Unprovoked,greece,"Free diving / spearfishing, ",M,N,unknown,
1980,Unprovoked,south africa,Paddleskiing,M,N,m [] shark,
1980,Invalid,south africa,Unknown,Unknown,Unknown,shark involvement prior to death was not confirmed,
1980,Unprovoked,reunion,Spearfishing,M,N,m [] white shark,white shark
1980,Unprovoked,australia,Swimming,M,N,unknown,
1980,Invalid,south africa,Swimming,M,Unknown,shark involvement prior to death was not confirmed,
1980,Unprovoked,brazil,Swimming,M,Y,unknown,
1980,Unprovoked,usa,Surfing,M,N,m to m [ to ] white shark,white shark
1980,Unprovoked,usa,Surfing,M,N,m to m [ to ] white shark,white shark
1980,Unprovoked,mexico,Diving in tuna net,M,Y,unknown,
1980,Unprovoked,usa,Wading,F,N,unknown,
1980,Unprovoked,usa,Resting on body board,M,N,"tiger shark, m [] ",tiger shark
1980,Unprovoked,spain,Skin diving,M,N,blue shark,blue shark
1980,Unprovoked,usa,Body surfing,M,N,unknown,
1980,Unprovoked,usa,Standing,F,N, to  shark,
1980,Unprovoked,usa,Surfing,M,N,unknown,
1980,Unprovoked,usa,Surfing,M,N,unknown,
1980,Provoked,usa,Scuba diving,F,N,blue shark,blue shark
1980,Unprovoked,south africa,Surfing,M,N,m [] shark,
1980,Provoked,jamaica,Spearfishing,M,N,unknown,
1980,Sea Disaster,philippines,Sinking of the ferryboat Don Juan,Unknown,Y,unknown,
1980,Unprovoked,mexico,Body surfing,F,N,tiger shark,tiger shark
1980,Unprovoked,south africa,Free diving,M,Y,tiger shark,tiger shark
1980,Unprovoked,brazil,Swimming,M,N,m shark,
1980,Sea Disaster,philippines,Sinking of the ferryboat Bongbong 1,F,Y,unknown,
1980,Provoked,south africa,Fishing,M,N,m [] hammerhead shark,hammerhead shark
1980,Unprovoked,south africa,Body boarding,M,N,m [] white shark,white shark
1980,Unprovoked,kenya,Spearfishing,M,N,m shark,
1980,Provoked,south africa,Spearfishing,M,N,m [] zambesi shark,
1980,Unprovoked,south africa,Swimming,M,N,hammerhead shark,hammerhead shark
1980,Unprovoked,south africa,Swimming,M,N,"raggedtooth shark, m [] ",raggedtooth shark
1980,Unprovoked,chile,Hookah Diving,M,Y,white shark,white shark
1980,Provoked,north atlantic ocean,Gaffing netted shark,M,N,m [] dogfish,
1980,Invalid,greece,Surfing,M,Unknown,said to involve a white shark but shark involvement not confirmed,white shark
1980,Invalid,south africa,Spearfishing,M,Unknown,invalid,
1980,Unprovoked,tonga,Spearfishing,M,N,unknown,
1979,Unprovoked,south africa,Swimming,M,N,unknown,
1979,Invalid,portugal,Spearfishing,M,Y,white shark?,white shark
1979,Unprovoked,south china sea,Diving,M,N, shark,
1979,Unprovoked,usa,Surfing,M,N,"white shark, m [] ",white shark
1979,Provoked,south africa,Shark fishing,Unknown,N,"white shark, m ",white shark
1979,Provoked,south africa,Fishing,M,N,"raggedtooth shark, kg [lb], m [] gaffed ",raggedtooth shark
1979,Unprovoked,australia,Scuba diving,M,N,"""a small shark""",
1979,Unprovoked,hong kong,Freedom swimming,M,Y,unknown,
1979,Unprovoked,hong kong,Unknown,M,Y,unknown,
1979,Unprovoked,usa,Kayaking,M,N,unknown,
1979,Unprovoked,thailand,Murdered by Thai pirates,M,Y,unknown,
1979,Sea Disaster,usa,Floating with life preserver after his boat foundered,M,N,unknown,
1979,Invalid,usa,Scuba diving,M,Unknown,shark involvement prior to death was not confirmed,
1979,Provoked,south africa,Spearfishing,M,N,"white shark, m []  ",white shark
1979,Unprovoked,south africa,Scuba diving,M,Y,unknown,
1979,Unprovoked,new caledonia,Fishing,Unknown,N,unknown,
1979,Unprovoked,new caledonia,Unknown,M,Y,m shark,
1979,Unprovoked,usa,Swimming,M,N,unknown,
1979,Unprovoked,usa,Body surfing,M,N,unknown,
1979,Unprovoked,usa,Surfing,M,N,blacktip or spinner shark,
1979,Unprovoked,usa,Scuba diving (submerged),M,N,"white shark, m to m [ to ] ",white shark
1979,Boat,south africa,Unknown,Unknown,N,unknown,
1979,Unprovoked,new caledonia,Spearfishing,M,Y,unknown,
1979,Unprovoked,south africa,"Surfing, collided with shark",M,N,m to m [ to ] shark,
1979,Unprovoked,usa,Fishing,M,Y,unknown,
1978,Unprovoked,australia,Unknown,M,N,unknown,
1978,Unprovoked,south africa,Spearfishing,M,Y,"white shark, m [], tooth fragment recovered",white shark
1978,Unprovoked,usa,Surfing,M,N,m [] shark,
1978,Unprovoked,usa,Surfing,M,N,unknown,
1978,Invalid,south africa,Fishing,M,Unknown,shark involvement prior to death was not confirmed,
1978,Unprovoked,south africa,Spearfishing,M,N,"white shark, m [] ",white shark
1978,Unprovoked,italy,Diving,M,N,"white shark, m [] ",white shark
1978,Unprovoked,australia,Scuba diving for abalone,M,N, shark,
1978,Unprovoked,usa,Wading,M,N,m [] shark,
1978,Unprovoked,usa,Floating on inner tube raft,M,N,unknown,
1978,Sea Disaster,usa,"Explosion destroyed 28' boat, survivors in the water ",M,N,unknown,
1978,Provoked,usa,Fishing,M,N,unknown,
1978,Unprovoked,usa,Surfing,M,N,unknown,
1978,Unprovoked,usa,Surfing,M,N,unknown,
1978,Invalid,italy,Unknown,Unknown,Unknown,invalid,
1978,Unprovoked,marshall islands,Diving,M,N,unknown,
1978,Unprovoked,marshall islands,Diving,M,N,unknown,
1978,Unprovoked,australia,Scuba diving,M,N,"sevengill shark, m",
1978,Boat,south africa,Unknown,Unknown,N,unknown,
1978,Unprovoked,south africa,Fishing for mackerel,Unknown,N,kg shark,
1978,Unprovoked,south africa,Diving,M,N,white shark,white shark
1978,Unprovoked,south africa,Surfing,M,N,thought to involve a blacktip shark,blacktip shark
1978,Invalid,south africa,Unknown,M,Unknown,shark involvement prior to death was not confirmed,
1978,Unprovoked,usa,Surfing,F,N,unknown,
1978,Unprovoked,vanuatu,Swimming,F,Y,unknown,
1977,Sea Disaster,usa,"Swimming, after single-engine aircraft went down in the sea",M,N,unknown,
1977,Unprovoked,usa,Surfing,M,N,unknown,
1977,Unprovoked,south africa,Surfing,M,N,"tiger shark, m []",tiger shark
1977,Boat,south africa,Fishing for bottom fish,Unknown,N,m [] white shark (tooth  recovered from boat),white shark
1977,Provoked,south africa,Standing,M,N,to m [ to ] shark,
1977,Unprovoked,south africa,Spearfishing,M,N,"white shark, m [] ",white shark
1977,Unprovoked,australia,Surfing,M,N,white shark,white shark
1977,Unprovoked,australia,Floating on an inflatable raft,M,Y,unknown,
1977,Boat,south africa,Fishing,M,N,white shark,white shark
1977,Unprovoked,usa,Free diving for abalone (surfacing),M,N,"white shark, m to m [ to ]  ",white shark
1977,Invalid,usa,Wading,M,Unknown,shark involvement not confirmed,
1977,Sea Disaster,usa,40' fishing boat sank,M,N,unknown,
1977,Provoked,usa,Spearfishing / Scuba diving,M,N,"bull shark, 8",bull shark
1977,Unprovoked,usa,Collecting fish from net,M,N,"bull shark,  to  ",bull shark
1977,Boat,south africa,Fishing for yellowtail,M,N,"mako shark, m, kg  ",mako shark
1977,Invalid,australia,Unknown,M,Unknown,unknown,
1977,Unprovoked,australia,Unknown,M,N,unknown,
1977,Unprovoked,usa,Swimming,M,N,m [] shark,
1977,Unprovoked,south africa,Swimming,M,N,unknown,
1977,Sea Disaster,australia,"Their 9 m launch was run down by a 25,000-ton Japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",M,N,unknown,
1977,Sea Disaster,australia,"Their 9 m launch was run down by a 25,000-ton Japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",M,Y,unknown,
1977,Sea Disaster,australia,"Their 9 m launch was run down by a 25,000-ton Japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",M,Y,unknown,
1977,Unprovoked,australia,"Pushed surfmat of a young girl out of the shark's path, drawing shark's attention to his own board",M,N,m [] shark,
1977,Invalid,australia,Unknown,M,Unknown,shark involvement prior to death was not confirmed,
1977,Unprovoked,new caledonia,Unknown,Unknown,N,unknown,
1977,Unprovoked,mexico,Swimming,M,Y,unknown,
1976,Unprovoked,australia,Unknown,M,N,unknown,
1976,Unprovoked,usa,Hookah diving for abalone (submerged),M,N,"white shark, m [] ",white shark
1976,Unprovoked,south africa,"Thrashing the water / imitating the shark victim from ""Jaws""",M,N,"white shark, m [] k",white shark
1976,Invalid,australia,Unknown,Unknown,Unknown,shark involvement prior to death was not confirmed,
1976,Unprovoked,usa,Surfing,M,N,m [] lemon shark or bull shark,lemon shark
1976,Invalid,south africa,Swimming,M,Unknown,questionable incident,
1976,Provoked,south africa,Fishing for white shark,Unknown,N,"white shark, m ",white shark
1976,Boat,south africa,Boat,Unknown,N,white shark,white shark
1976,Unprovoked,usa,Surfing,M,N,"white shark, m to m [ to ] ",white shark
1976,Unprovoked,south africa,Surfing,M,N,"white shark, m [], species identity confirmed by tooth fragment",white shark
1976,Sea Disaster,new caledonia,Shipwreck,Unknown,N,unknown,
1976,Unprovoked,australia,"Skindiving,",M,N,m  [] shark,
1976,Sea Disaster,hong kong,"3,909-ton Panamanian freighter Chieh Lee sank in a typhoon",M,Y,unknown,
1976,Unprovoked,usa,Swimming,M,Y,unknown,
1976,Unprovoked,usa,Swimming,M,Y,unknown,
1976,Unprovoked,usa,Surfing,M,N,"tiger shark,  ",tiger shark
1976,Unprovoked,usa,"Surfing, fell off surfboard",M,N,unknown,
1976,Unprovoked,usa,Surfing,M,N,"white shark, m ",white shark
1976,Unprovoked,usa,Spearfishing,M,N,unknown,
1976,Unprovoked,usa,Playing,M,N,unknown,
1976,Unprovoked,usa,Scuba diving,M,Y,unknown,
1976,Unprovoked,usa,Spearfishing,M,N, to  shark,
1976,Unprovoked,usa,Skindiving,M,N, to  shark,
1976,Unprovoked,usa,Swimming,M,N,m to m [ to ] shark,
1976,Provoked,italy,Fishing,M,N,"blue shark,  ",blue shark
1976,Boat,australia,Sitting in bow of her father's 5 m boat,F,N,m [] shark,
1976,Boat,south africa,Competing in a light tackle game fishing,Unknown,N,"mako shark, kg [lb]",mako shark
1976,Invalid,usa,Unknown,Unknown,Unknown,shark involvement prior to death was not confirmed,
1976,Unprovoked,usa,Standing,M,N,unknown,
1976,Boat,south africa,Fishing,Unknown,N,whale shark,
1976,Boat,south africa,Unknown,Unknown,N,white shark named spotty,white shark
1976,Boat,south africa,Unknown,Unknown,N,white shark named spotty,white shark
1976,Boat,south africa,Shark watching,Unknown,N,m [] white shark,white shark
1976,Provoked,south africa,Shark fishing,Unknown,N,m [] shark,
1976,Unprovoked,australia,Unknown,F,N,unknown,
1976,Provoked,south africa,Fishing for snoek & yellowtail,Unknown,N,"white shark, m [] ",white shark
1976,Unprovoked,usa,Spearfishing / scuba diving,M,N, shark,
1976,Unprovoked,new zealand,Spearfishing,M,Y,bronze whaler shark,
1976,Unprovoked,usa,Scuba diving,M,Y,unknown,
1975,Boat,australia,Attempting to drive shark away from the beach,Unknown,N,m [] shark,
1975,Unprovoked,usa,Scuba diving & spearfishing,M,N,white shark,white shark
1975,Provoked,australia,Filming & feeding captive sharks,M,N,"grey nurse shark,  ",nurse shark
1975,Unprovoked,australia,Standing,M,N, shark,
1975,Unprovoked,south africa,Standing,M,N,juvenile dusky shark,
1975,Unprovoked,australia,Unknown,M,N,unknown,
1975,Unprovoked,usa,Surfing,M,N, shark,
1975,Invalid,usa,Surf fishing,M,Unknown,shark involvement unconfirmed,
1975,Unprovoked,australia,Surfing,M,N,bronze whaler,
1975,Invalid,usa,Surfing,Unknown,Unknown,questionable incident,
1975,Unprovoked,south africa,Paddleskiing,M,N,m [] shark,
1975,Unprovoked,south africa,Surfing,M,N,"white shark, m []",white shark
1975,Unprovoked,usa,Floating on a small orange raft ,M,N,m [] shark,
1975,Unprovoked,usa,Free diving for abalone,M,N,white shark,white shark
1975,Unprovoked,hong kong,Freedom swimming,M,N,unknown,
1975,Sea Disaster,usa,Sea disaster,F,Y,unknown,
